Lat,Lon,RSRP,RSSI,SNR,Dist
49.2090408,16.6865042,-86.3,-76.4,3.5,NaN
49.2097594,16.6810164,-90.6,-77.4,-3.6,NaN
49.2097594,16.6810164,-85.7,-76.4,2.1,NaN
49.2097594,16.6810164,-85.6,-75.3,3.6,NaN
49.2097594,16.6810164,-89.9,-79.2,2.9,NaN
49.2097594,16.6810164,-91.2,-82.2,4.5,NaN
49.2097594,16.6810164,-91.2,-82,5.3,NaN
49.2097594,16.6810164,-94.5,-81.7,1.7,NaN
49.2097594,16.6810164,-90.1,-80.9,4.5,NaN
49.2097594,16.6810164,-88.9,-75.5,-2.7,NaN
49.2097594,16.6810164,-84.9,-75.6,7.6,NaN
49.2070642,16.6774653,-60.4,-54.6,22.1,NaN
49.2070642,16.6774653,-60.4,-53.9,23.6,NaN
49.2070642,16.6774653,-71.9,-64.5,15,NaN
49.2070642,16.6774653,-63.3,-54.8,23.6,NaN
49.2070642,16.6774653,-64.7,-56.9,20.5,NaN
49.2070642,16.6774653,-72.2,-61.6,11,NaN
49.2070642,16.6774653,-62.4,-55,20.9,NaN
49.2070642,16.6774653,-73.7,-66,11.4,NaN
49.2070642,16.6774653,-63.6,-56.5,21.4,NaN
49.2070642,16.6774653,-65.3,-56.1,19.2,NaN
49.2019261,16.6699122,-72.3,-66.3,15,NaN
49.2019261,16.6699122,-71.5,-64.8,19.1,NaN
49.2019261,16.6699122,-72.4,-65.6,17.7,NaN
49.2019261,16.6699122,-72.6,-65.7,19.7,NaN
49.2019261,16.6699122,-73,-66.5,18.9,NaN
49.2019261,16.6699122,-77.5,-70.8,17.4,NaN
49.2019261,16.6699122,-69.5,-61.8,17.5,NaN
49.2019261,16.6699122,-69.8,-62.2,19.2,NaN
49.2019261,16.6699122,-70.3,-60.7,17.3,NaN
49.2019261,16.6699122,-74.3,-67.1,14.8,NaN
49.1972536,16.6655883,-68,-62.1,16.4,NaN
49.1972536,16.6655883,-68.7,-60.8,17.1,NaN
49.1972536,16.6655883,-68.7,-61.6,19.7,NaN
49.1972536,16.6655883,-69.9,-62,15.1,NaN
49.1972536,16.6655883,-69.2,-61.3,13.7,NaN
49.1972536,16.6655883,-68.5,-60.7,14.1,NaN
49.1972536,16.6655883,-70.5,-62.7,13.7,NaN
49.1972536,16.6655883,-72.9,-63.8,6.3,NaN
49.1972536,16.6655883,-67.8,-59.2,6.1,NaN
49.1900881,16.6633675,-91.8,-75.6,-10.4,NaN
49.1900881,16.6633675,-86.8,-74.6,0.3,NaN
49.1900881,16.6633675,-91.1,-76.6,-2.7,NaN
49.1900881,16.6633675,-87.4,-73.3,4.3,NaN
49.1900881,16.6633675,-77.6,-69.7,11.1,NaN
49.1900881,16.6633675,-78.1,-69.5,7.7,NaN
49.1900881,16.6633675,-77.4,-69.5,12.1,NaN
49.1900881,16.6633675,-77.8,-68.7,11.1,NaN
49.1900881,16.6633675,-78,-70.2,12.7,NaN
49.1900881,16.6633675,-78,-67.1,15.1,NaN
49.1906806,16.64942,-80.4,-70.2,2.2,NaN
49.1906806,16.64942,-80.4,-69.9,2.3,NaN
49.1906806,16.64942,-80.2,-69.9,3.9,NaN
49.1906806,16.64942,-81.4,-70.7,3.2,NaN
49.1906806,16.64942,-80.3,-69.4,3.6,NaN
49.1906806,16.64942,-84.4,-72.7,3,NaN
49.1906806,16.64942,-80.4,-70.8,5.2,NaN
49.1906806,16.64942,-86.1,-74.2,2.2,NaN
49.1906806,16.64942,-85.4,-73.2,1.7,NaN
49.1906806,16.64942,-86.7,-74.2,0.5,NaN
49.1914869,16.6410944,-68.7,-62.8,18.1,NaN
49.1914869,16.6410944,-73,-63.8,13.9,NaN
49.1914869,16.6410944,-69.5,-62.3,16.5,NaN
49.1914869,16.6410944,-72.8,-64.6,17.6,NaN
49.1914869,16.6410944,-70.4,-62.1,17.1,NaN
49.1914869,16.6410944,-68.5,-61.2,20.3,NaN
49.1914869,16.6410944,-69.5,-62.3,17.9,NaN
49.1914869,16.6410944,-69.6,-62.3,20.3,NaN
49.1914869,16.6410944,-72.4,-65.2,19.2,NaN
49.1914869,16.6410944,-72.9,-65.7,18.5,NaN
49.1928611,16.6348397,-86.6,-77.5,3.2,NaN
49.1928611,16.6348397,-91.1,-77.2,-5.7,NaN
49.1928611,16.6348397,-86.4,-77.1,7.6,NaN
49.1928611,16.6348397,-87.3,-77.4,7.2,NaN
49.1928611,16.6348397,-88.8,-79.3,6.8,NaN
49.1928611,16.6348397,-87.7,-78.8,8.9,NaN
49.1928611,16.6348397,-87.5,-75.6,4.1,NaN
49.1928611,16.6348397,-87.9,-78.5,5.8,NaN
49.1928611,16.6348397,-82.8,-74.8,9.6,NaN
49.1928611,16.6348397,-84.1,-75.6,8.3,NaN
49.1906383,16.6338097,-79.7,-69.8,3.6,NaN
49.1906383,16.6338097,-76.5,-67,6.1,NaN
49.1906383,16.6338097,-83.2,-69,-1.2,NaN
49.1906383,16.6338097,-82.6,-68.6,-0.8,NaN
49.1906383,16.6338097,-79.8,-69.2,5.2,NaN
49.1906383,16.6338097,-72.6,-65.2,12,NaN
49.1906383,16.6338097,-81.1,-71.4,5.3,NaN
49.1906383,16.6338097,-77.5,-69.7,8.1,NaN
49.1906383,16.6338097,-75.7,-68.2,9.3,NaN
49.1912764,16.6242825,-45.4,-37.5,21.4,NaN
49.1912764,16.6242825,-43.4,-37,27.7,NaN
49.1912764,16.6242825,-42.9,-36.5,29.5,NaN
49.1912764,16.6242825,-43.3,-36.8,27.2,NaN
49.1912764,16.6242825,-52.1,-44.4,27.1,NaN
49.1912764,16.6242825,-50,-42.8,26.7,NaN
49.1912764,16.6242825,-51.2,-44.1,24.4,NaN
49.1912764,16.6242825,-41.9,-35.5,28,NaN
49.1919917,16.6188108,-61,-55.1,20.9,NaN
49.1919917,16.6188108,-68.7,-60,16.6,NaN
49.1919917,16.6188108,-68.2,-60.6,19.8,NaN
49.1919917,16.6188108,-65.5,-58.1,15.8,NaN
49.1919917,16.6188108,-67.6,-58.9,15.6,NaN
49.1919917,16.6188108,-69.3,-61.4,16,NaN
49.1919917,16.6188108,-61.6,-53.3,17.6,NaN
49.1919917,16.6188108,-63.2,-55.1,18.9,NaN
49.1919917,16.6188108,-62.3,-54.1,20.9,NaN
49.1919917,16.6188108,-64.4,-56.8,21.4,NaN
49.1913747,16.6124486,-59.2,-53.4,19.7,NaN
49.1913747,16.6124486,-58.3,-51.4,20,NaN
49.1913747,16.6124486,-69,-62.1,21.2,NaN
49.1913747,16.6124486,-62.2,-54,22.6,NaN
49.1913747,16.6124486,-62.2,-54,22.6,NaN
49.1913747,16.6124486,-64.5,-56.6,19.8,NaN
49.1913747,16.6124486,-61.4,-55.1,23.1,NaN
49.1913747,16.6124486,-60.5,-53.6,22.2,NaN
49.1913747,16.6124486,-62.6,-55.1,23.1,NaN
49.1913747,16.6124486,-63.5,-56.3,21.8,NaN
49.2205503,16.6574828,-74.4,-65.5,5.2,NaN
49.2205503,16.6574828,-75.5,-64.6,3.8,NaN
49.2205503,16.6574828,-76.7,-65.1,3,NaN
49.2205503,16.6574828,-79.1,-66.1,-0.5,NaN
49.2205503,16.6574828,-79.3,-66.6,0.7,NaN
49.2205503,16.6574828,-76.7,-66.1,4,NaN
49.2205503,16.6574828,-76.5,-65.6,3.6,NaN
49.2205503,16.6574828,-76.8,-67.1,5.3,NaN
49.2205503,16.6574828,-76.2,-66.3,6.5,NaN
49.2205503,16.6574828,-74.2,-64.2,6.4,NaN
49.2205925,16.6528694,-59.4,-50.9,18.7,NaN
49.2205925,16.6528694,-60.3,-52.9,17.4,NaN
49.2205925,16.6528694,-57.6,-50.5,20.1,NaN
49.2205925,16.6528694,-67.2,-58.9,11.2,NaN
49.2205925,16.6528694,-55.4,-48.7,27.4,NaN
49.2205925,16.6528694,-62.2,-55.6,19.9,NaN
49.2205925,16.6528694,-63.9,-57.4,19.6,NaN
49.2205925,16.6528694,-58.4,-51.2,20.5,NaN
49.2205925,16.6528694,-65.2,-58.7,20.4,NaN
49.216605,16.6540389,-87.8,-81.4,12.8,NaN
49.216605,16.6540389,-87.6,-80.2,15.4,NaN
49.216605,16.6540389,-87.7,-80,13.6,NaN
49.216605,16.6540389,-87.2,-79.4,13.3,NaN
49.216605,16.6540389,-86.8,-78.9,14.5,NaN
49.216605,16.6540389,-92.3,-83.4,11.8,NaN
49.216605,16.6540389,-96.4,-87.4,8.5,NaN
49.216605,16.6540389,-89.9,-82.4,11.1,NaN
49.216605,16.6540389,-94.9,-85.2,4.3,NaN
49.2142853,16.6520861,-87.2,-78.5,4.7,NaN
49.2142853,16.6520861,-86.9,-78.2,6.3,NaN
49.2142853,16.6520861,-89.8,-80.8,5.6,NaN
49.2142853,16.6520861,-90.7,-80.1,1.6,NaN
49.2142853,16.6520861,-87.7,-78.5,6.7,NaN
49.2142853,16.6520861,-91.7,-79.1,0.1,NaN
49.2142853,16.6520861,-87.9,-78,5.1,NaN
49.2142853,16.6520861,-87.6,-78.4,6.3,NaN
49.2116711,16.6482131,-89.7,-79.3,1.7,NaN
49.2116711,16.6482131,-92.1,-78.1,-0.5,NaN
49.2116711,16.6482131,-95.6,-77.8,-3.3,NaN
49.2116711,16.6482131,-89.6,-77.3,-0.3,NaN
49.2116711,16.6482131,-90.7,-78.9,1.2,NaN
49.2116711,16.6482131,-93.4,-78.1,-1,NaN
49.2091547,16.6456703,-81,-74.4,12.4,NaN
49.2091547,16.6456703,-82.6,-73.3,11.1,NaN
49.2091547,16.6456703,-78.8,-69.4,13.7,NaN
49.2091547,16.6456703,-75.5,-67.5,15.3,NaN
49.2091547,16.6456703,-88.5,-76.8,4.4,NaN
49.2091547,16.6456703,-87.5,-76.5,-0.7,NaN
49.2091547,16.6456703,-88.7,-77.3,-1.3,NaN
49.2091547,16.6456703,-85.9,-75.6,5.3,NaN
49.2091547,16.6456703,-84.6,-74.1,5.7,NaN
49.2051314,16.6414217,-67.4,-60.1,16.2,NaN
49.2051314,16.6414217,-65.4,-56.8,17.2,NaN
49.2051314,16.6414217,-65.4,-56.3,19.9,NaN
49.2051314,16.6414217,-63.8,-56.5,19.8,NaN
49.2051314,16.6414217,-64.3,-57.2,20.6,NaN
49.2051314,16.6414217,-66.3,-59.2,21,NaN
49.2051314,16.6414217,-63.2,-56.2,23.2,NaN
49.2051314,16.6414217,-64.1,-57.3,23.2,NaN
49.2051314,16.6414217,-63.8,-57.1,21.6,NaN
49.2020611,16.6417114,-73.5,-66.8,14.4,NaN
49.2020611,16.6417114,-74.6,-66.2,15.2,NaN
49.2020611,16.6417114,-76.1,-67.3,13.1,NaN
49.2020611,16.6417114,-71.7,-63.7,15.4,NaN
49.2020611,16.6417114,-71.4,-63.6,18.4,NaN
49.2020611,16.6417114,-66.5,-58.6,20.3,NaN
49.2020611,16.6417114,-70.8,-59.8,16.9,NaN
49.2020611,16.6417114,-69.4,-59.4,18.2,NaN
49.2020611,16.6417114,-68.4,-58.6,19,NaN
49.2020611,16.6417114,-71.9,-62.9,14.8,NaN
49.2013389,16.6345553,-56.6,-48.3,17.8,NaN
49.2013389,16.6345553,-60.2,-47.2,16.4,NaN
49.2013389,16.6345553,-50.7,-42.8,23.9,NaN
49.2013389,16.6345553,-51.5,-43.9,22.4,NaN
49.2013389,16.6345553,-53.8,-46.4,26.3,NaN
49.2013389,16.6345553,-51.5,-43.9,25.5,NaN
49.2013389,16.6345553,-52.1,-44.5,25.3,NaN
49.2013389,16.6345553,-54.2,-45.1,26.1,NaN
49.2013389,16.6345553,-53.5,-45.7,26.9,NaN
49.2013389,16.6345553,-51,-43.5,26.8,NaN
49.1995514,16.6316156,-84.9,-74.7,9.7,NaN
49.1995514,16.6316156,-85.4,-76.9,9.9,NaN
49.1995514,16.6316156,-81,-72.1,8.3,NaN
49.1995514,16.6316156,-76.1,-66.6,10.8,NaN
49.1995514,16.6316156,-77.7,-68.7,10.1,NaN
49.1995514,16.6316156,-85.2,-72.6,3.3,NaN
49.1995514,16.6316156,-81,-70.3,6.9,NaN
49.1995514,16.6316156,-81.2,-71,7.1,NaN
49.1995514,16.6316156,-79.9,-70,6.2,NaN
49.1995514,16.6316156,-79.9,-70,6.2,NaN
49.1969153,16.6334394,-44.3,-38.5,25.9,NaN
49.1969153,16.6334394,-44.8,-36.8,24.1,NaN
49.1969153,16.6334394,-44.4,-37.7,28,NaN
49.1969153,16.6334394,-49.2,-41.3,26.2,NaN
49.1969153,16.6334394,-50,-43,26.5,NaN
49.1969153,16.6334394,-48.3,-41.3,26.8,NaN
49.1969153,16.6334394,-51.1,-41.5,24,NaN
49.1969153,16.6334394,-52,-41.3,21.4,NaN
49.1969153,16.6334394,-50.2,-40.6,24.1,NaN
49.1969153,16.6334394,-50.3,-40.8,23.5,NaN
49.1959058,16.6381064,-74.5,-66.4,12.7,NaN
49.1959058,16.6381064,-83.6,-71.5,4.2,NaN
49.1959058,16.6381064,-85.6,-72.8,1.7,NaN
49.1959058,16.6381064,-83.9,-72.7,5.5,NaN
49.1959058,16.6381064,-83,-72.1,6.6,NaN
49.1959058,16.6381064,-77.3,-67.7,7.2,NaN
49.1959058,16.6381064,-79,-69.9,7.9,NaN
49.1959058,16.6381064,-83.8,-69.6,3.8,NaN
49.1959058,16.6381064,-80.4,-70.2,8.5,NaN
49.1959058,16.6381064,-73.2,-65.2,11.5,NaN
49.1900933,16.6094283,-64.7,-59,26.9,NaN
49.1900933,16.6094283,-72.2,-64.6,19.9,NaN
49.1900933,16.6094283,-69.7,-60.2,21.4,NaN
49.1900933,16.6094283,-75.6,-65.6,18,NaN
49.1900933,16.6094283,-72.3,-62.8,19.4,NaN
49.1900933,16.6094283,-67,-59,26.2,NaN
49.1900933,16.6094283,-67.8,-59.4,26.4,NaN
49.1900933,16.6094283,-69.3,-59.9,24,NaN
49.1900933,16.6094283,-76.5,-69.2,17.1,NaN
49.1900933,16.6094283,-69.8,-61.9,21.8,NaN
49.1923369,16.6048364,-70.4,-62.2,7.2,NaN
49.1923369,16.6048364,-76.7,-64.1,7.2,NaN
49.1923369,16.6048364,-62,-55.7,18.6,NaN
49.1923369,16.6048364,-68.9,-61.4,12,NaN
49.1923369,16.6048364,-64.9,-58.2,18,NaN
49.1923369,16.6048364,-64,-57.4,16.4,NaN
49.1923369,16.6048364,-66.7,-59.8,19.1,NaN
49.1923369,16.6048364,-79.3,-69.3,2.2,NaN
49.1923369,16.6048364,-71.1,-63.9,13.1,NaN
49.1923369,16.6048364,-79.1,-71.2,9.2,NaN
49.1977706,16.6050725,-77.3,-68.7,5.3,NaN
49.1977706,16.6050725,-74.7,-64.7,5.2,NaN
49.1977706,16.6050725,-77.8,-69.5,11.3,NaN
49.1977706,16.6050725,-77.2,-69,13,NaN
49.1977706,16.6050725,-74.2,-66,12,NaN
49.1977706,16.6050725,-80.6,-72.4,6.5,NaN
49.1977706,16.6050725,-79.6,-68.6,8.9,NaN
49.1977706,16.6050725,-73.9,-66.1,14,NaN
49.2013389,16.5993861,-103.9,-88.5,-4.9,NaN
49.2013389,16.5993861,-102.3,-89.9,0.2,NaN
49.2013389,16.5993861,-102.7,-90.2,-0.3,NaN
49.2013389,16.5993861,-103.2,-90.2,0.4,NaN
49.2013389,16.5993861,-101.3,-89.8,1.6,NaN
49.2013389,16.5993861,-104.9,-90.8,-2,NaN
49.2013389,16.5993861,-101.2,-90,2.9,NaN
49.2013389,16.5993861,-101.2,-90,2.9,NaN
49.2013389,16.5993861,-102.1,-89.6,1.2,NaN
49.2013389,16.5993861,-91.4,-84.3,14.8,NaN
49.2045356,16.5954164,-107.8,-85.4,-9.8,NaN
49.2045356,16.5954164,-100.4,-86.1,-2.1,NaN
49.2045356,16.5954164,-101.4,-86.3,-2.5,NaN
49.2045356,16.5954164,-102.2,-88.6,-1,NaN
49.2045356,16.5954164,-102.1,-86.3,-4,NaN
49.2045356,16.5954164,-102.1,-86.3,-4,NaN
49.2045356,16.5954164,-101.5,-86.2,-2.4,NaN
49.2045356,16.5954164,-101.4,-87.1,-1.4,NaN
49.2045356,16.5954164,-101.4,-87.1,-1.4,NaN
49.2065614,16.5957275,-96.4,-85.2,1.6,NaN
49.2065614,16.5957275,-98.1,-85.9,1.2,NaN
49.2065614,16.5957275,-96.8,-85,2.4,NaN
49.2065614,16.5957275,-95.6,-86.2,4.5,NaN
49.2065614,16.5957275,-94,-84.4,4.7,NaN
49.2065614,16.5957275,-97.4,-83.9,-1.1,NaN
49.2065614,16.5957275,-98.9,-86.7,1.6,NaN
49.2065614,16.5957275,-95,-85.3,5.6,NaN
49.2065614,16.5957275,-97.3,-86.4,2.7,NaN
49.2065614,16.5957275,-97.5,-86.2,2.2,NaN
49.2123928,16.5927236,-108.8,-92.3,-7.8,NaN
49.2123928,16.5927236,-106.3,-93.3,-1.1,NaN
49.2123928,16.5927236,-106.5,-92.2,-1.9,NaN
49.2123928,16.5927236,-106.2,-93.7,-0.7,NaN
49.2123928,16.5927236,-107.6,-93.8,-2.4,NaN
49.2123928,16.5927236,-108.2,-93.7,-5.6,NaN
49.2123928,16.5927236,-106.8,-93.8,-1.9,NaN
49.2123928,16.5927236,-109.6,-94.7,-2.7,NaN
49.2123928,16.5927236,-103.3,-86.2,-8.5,NaN
49.21589,16.5891831,-64.6,-56.4,25.8,NaN
49.21589,16.5891831,-63.8,-57.3,26.4,NaN
49.21589,16.5891831,-61,-52.8,23.3,NaN
49.21589,16.5891831,-65.7,-59.4,24.2,NaN
49.21589,16.5891831,-69.3,-61.5,23.2,NaN
49.21589,16.5891831,-63.9,-57.3,26.6,NaN
49.21589,16.5891831,-60.8,-53.4,25.6,NaN
49.21589,16.5891831,-59.8,-54,26.6,NaN
49.21589,16.5891831,-60.1,-52.1,24.6,NaN
49.21589,16.5891831,-54.8,-47.9,25.9,NaN
49.2177753,16.5878419,-56.7,-51,27.5,NaN
49.2177753,16.5878419,-64.4,-56.7,22.8,NaN
49.2177753,16.5878419,-72.5,-64.7,17,NaN
49.2177753,16.5878419,-66.3,-55.7,22.7,NaN
49.2177753,16.5878419,-67,-57.8,24.1,NaN
49.2177753,16.5878419,-67.4,-58.9,21.4,NaN
49.2177753,16.5878419,-65.8,-59.1,22.9,NaN
49.2177753,16.5878419,-66,-58.4,22,NaN
49.2177753,16.5878419,-68.9,-62.3,21.6,NaN
49.2177753,16.5878419,-61.2,-53.4,24.4,NaN
49.2218608,16.5850631,-102.2,-83,-9.9,NaN
49.2218608,16.5850631,-96,-84.8,3.7,NaN
49.2218608,16.5850631,-91.7,-79.4,1.9,NaN
49.2218608,16.5850631,-91.5,-80.4,3,NaN
49.2218608,16.5850631,-92.5,-80.2,1.3,NaN
49.2218608,16.5850631,-93,-80.6,1.4,NaN
49.2218608,16.5850631,-92.4,-79.2,-0.3,NaN
49.2254764,16.5826492,-83.7,-70.1,-2.5,NaN
49.2254764,16.5826492,-85.6,-72.7,0.9,NaN
49.2254764,16.5826492,-93.7,-78.8,-2.9,NaN
49.2254764,16.5826492,-89.9,-77.5,0.5,NaN
49.2254764,16.5826492,-93.9,-79.6,-3.1,NaN
49.2254764,16.5826492,-86.8,-77.6,5.9,NaN
49.2254764,16.5826492,-93.4,-80.2,-0.9,NaN
49.2254764,16.5826492,-84,-74.1,4.7,NaN
49.2281178,16.5822631,-86.6,-74,-4.1,NaN
49.2281178,16.5822631,-87.2,-73.1,-2.7,NaN
49.2281178,16.5822631,-82.4,-71.5,2.3,NaN
49.2281178,16.5822631,-82.5,-70.3,2.6,NaN
49.2281178,16.5822631,-81.7,-69.9,1.5,NaN
49.2281178,16.5822631,-87,-72.9,-1.8,NaN
49.2281178,16.5822631,-82.7,-71.5,2.6,NaN
49.2281178,16.5822631,-79.4,-69.1,3.5,NaN
49.2281178,16.5822631,-79.1,-68.2,-0.9,NaN
49.2281178,16.5822631,-81.4,-69.9,0.5,NaN
49.2313689,16.5771239,-83.2,-75.5,7.7,NaN
49.2313689,16.5771239,-81.7,-72.7,9.3,NaN
49.2313689,16.5771239,-80.9,-72.5,10.1,NaN
49.2313689,16.5771239,-82,-73,9.8,NaN
49.2313689,16.5771239,-80.8,-71.4,10.3,NaN
49.2313689,16.5771239,-86.5,-75.4,-0.7,NaN
49.2313689,16.5771239,-85.1,-73.9,5.1,NaN
49.2313689,16.5771239,-83.4,-72.1,6.5,NaN
49.2313689,16.5771239,-87,-75,2.8,NaN
49.2364686,16.6275703,-109.3,-86,-9.6,NaN
49.2364686,16.6275703,-105,-86.2,-6,NaN
49.2364686,16.6275703,-102.2,-87.4,-3.6,NaN
49.2364686,16.6275703,-102.4,-86.8,-3,NaN
49.2364686,16.6275703,-100.3,-86.9,-0.3,NaN
49.2364686,16.6275703,-99.9,-87.2,-3.7,NaN
49.2364686,16.6275703,-92.7,-81.2,0.8,NaN
49.2364686,16.6275703,-94.3,-82.8,-2.3,NaN
49.2364686,16.6275703,-94.3,-81.6,2.5,NaN
49.2336247,16.6246092,-102.5,-83.2,-9,NaN
49.2336247,16.6246092,-100.3,-84.7,-3.6,NaN
49.2336247,16.6246092,-100.3,-84.1,-3.5,NaN
49.2336247,16.6246092,-101.6,-84.8,-8,NaN
49.2336247,16.6246092,-103.9,-86.4,-6.7,NaN
49.2336247,16.6246092,-102.1,-85.3,-4,NaN
49.2336247,16.6246092,-102.1,-85.3,-4,NaN
49.2336247,16.6246092,-101.1,-84.6,-5.4,NaN
49.2336247,16.6246092,-102.4,-88.7,-2.8,NaN
49.2319572,16.6194808,-91.7,-81.8,7.4,NaN
49.2319572,16.6194808,-91,-82.2,5.7,NaN
49.2319572,16.6194808,-90.2,-81.9,8.3,NaN
49.2319572,16.6194808,-91,-82.2,6.5,NaN
49.2319572,16.6194808,-91.2,-82.2,6,NaN
49.2319572,16.6194808,-88.9,-80.5,7.3,NaN
49.2319572,16.6194808,-92.6,-82.5,3.5,NaN
49.2319572,16.6194808,-88.9,-80.3,9.3,NaN
49.2319572,16.6194808,-89.4,-80.2,5.4,NaN
49.2292247,16.6168414,-87.2,-78.4,3.6,NaN
49.2292247,16.6168414,-86,-77.4,6.2,NaN
49.2292247,16.6168414,-87.5,-77.8,3.6,NaN
49.2292247,16.6168414,-86.8,-77.8,5,NaN
49.2292247,16.6168414,-88.7,-78.6,4.5,NaN
49.2292247,16.6168414,-89.3,-79.5,4.2,NaN
49.2292247,16.6168414,-89.8,-80,3.8,NaN
49.2292247,16.6168414,-90.5,-79.5,2.2,NaN
49.2292247,16.6168414,-88.4,-78.8,4.8,NaN
49.2258478,16.6179786,-94.4,-82.5,0,NaN
49.2258478,16.6179786,-92.7,-82.1,3.2,NaN
49.2258478,16.6179786,-93.2,-82.1,2.7,NaN
49.2258478,16.6179786,-91.9,-81.5,2.7,NaN
49.2258478,16.6179786,-89.2,-78.4,3.8,NaN
49.2258478,16.6179786,-93,-80.1,1.5,NaN
49.2258478,16.6179786,-91.3,-79.7,2.5,NaN
49.2258478,16.6179786,-90.8,-80,3.7,NaN
49.2234097,16.6224633,-93.4,-82.9,1.8,NaN
49.2234097,16.6224633,-88.8,-80.4,7.9,NaN
49.2234097,16.6224633,-88.7,-80.1,6.7,NaN
49.2234097,16.6224633,-89.5,-80.8,6.1,NaN
49.2234097,16.6224633,-88.3,-79.7,6.6,NaN
49.2234097,16.6224633,-93.4,-79.4,-1.3,NaN
49.2234097,16.6224633,-93.4,-80.5,-0.9,NaN
49.2234097,16.6224633,-92,-79.6,-0.5,NaN
49.2234097,16.6224633,-89.1,-77.3,2.9,NaN
49.2228625,16.6173456,-87.5,-78.1,10,NaN
49.2228625,16.6173456,-86.6,-77.4,8.4,NaN
49.2228625,16.6173456,-89.6,-78.6,3.7,NaN
49.2228625,16.6173456,-86.4,-76.9,9.9,NaN
49.2228625,16.6173456,-90.6,-78.7,2.4,NaN
49.2228625,16.6173456,-91.5,-78.3,2.4,NaN
49.2228625,16.6173456,-88,-76.7,3.2,NaN
49.2237597,16.6123031,-75.6,-68.3,14.4,NaN
49.2237597,16.6123031,-76.5,-67.5,12.9,NaN
49.2241097,16.6071856,-75.4,-66.1,26.1,NaN
49.2241097,16.6071856,-75.1,-68.1,25.9,NaN
49.2241097,16.6071856,-75.7,-68.8,22.2,NaN
49.2241097,16.6071856,-75.6,-68.1,25.5,NaN
49.2241097,16.6071856,-73.6,-66.9,27.7,NaN
49.2241097,16.6071856,-75.5,-68,26.3,NaN
49.2241097,16.6071856,-74.5,-66.7,23.9,NaN
