Lat,Lon,RSSI,SNR,Dist
49.2161028,16.56412,-132,8.17,3.95660145906553
49.2161028,16.56412,-127,8.09,4.91908409879888
49.2161028,16.56412,-136,6.58,4.53469827408713
49.2161028,16.56412,-99,13.29,1.71899008520212
49.2161028,16.56412,-134,6,6.84494294050984
49.2176133,16.5586053,-107,13.32,2.04951462766079
49.2176133,16.5586053,-128,11.84,4.14119770946858
49.2176133,16.5586053,-110,12.08,2.04951462766079
49.2176133,16.5586053,-127,9.99,4.14119770946858
49.2198981,16.5490633,-117,13.82,3.96093421403869
49.2198981,16.5490633,-123,11.14,2.66430879378875
49.2198981,16.5490633,-132,7.48,3.47784585730763
49.2198981,16.5490633,-117,13.18,3.96093421403869
49.2198981,16.5490633,-128,11.67,3.47784585730763
49.2198981,16.5490633,-129,11.04,8.00163731817729
49.2198981,16.5490633,-116,9.54,2.66430879378875
49.2210044,16.5543017,-116,14.03,2.53470233254259
49.2210044,16.5543017,-126,7.65,3.67486247215983
49.2210044,16.5543017,-120,6,3.87278429995736
49.2210044,16.5543017,-125,13.15,3.87278429995736
49.2210044,16.5543017,-120,9.61,2.53470233254259
49.2210044,16.5543017,-128,9.21,3.67486247215983
49.2229081,16.5567544,-105,14.14,2.63034324861413
49.2229081,16.5567544,-116,13.73,4.08706437354533
49.2229081,16.5567544,-123,10.67,3.40766003531814
49.2229081,16.5567544,-121,12.85,3.40766003531814
49.2229081,16.5567544,-103,12.54,2.63034324861413
49.2229081,16.5567544,-121,11.58,4.08706437354533
49.2229081,16.5567544,-133,9.98,7.54188743553324
49.2247011,16.5585636,-119,14.24,4.26012293368995
49.2247011,16.5585636,-101,13.22,2.75672163814649
49.2247011,16.5585636,-101,13.66,2.75672163814649
49.2247011,16.5585636,-120,12.76,4.26012293368995
49.2247011,16.5585636,-127,9.14,3.17198877436633
49.2247011,16.5585636,-135,8.78,10.1646993388379
49.2262917,16.5554831,-117,10.59,3.0090072191087
49.2262917,16.5554831,-117,9.5,4.09283739873116
49.2262917,16.5554831,-126,6.98,5.37062686582572
49.2262917,16.5554831,-120,6,3.112702513767
49.2269172,16.5534233,-88,13.78,3.12839168752264
49.2269172,16.5534233,-119,13.6,3.97236734472049
49.2269172,16.5534233,-96,13.13,3.13736546022863
49.2269172,16.5534233,-132,11.62,9.22692991171246
49.2269172,16.5534233,-94,13.79,3.12839168752264
49.2269172,16.5534233,-97,12.32,3.13736546022863
49.2269172,16.5534233,-131,10.99,5.49599680982025
49.2269172,16.5534233,-133,10.77,10.3820976784574
49.1764411,16.5256539,-115,13.44,2.12918590141448
49.1764411,16.5256539,-107,12.18,4.96270742065875
49.1764411,16.5256539,-134,10.67,26.5824254340282
49.1764411,16.5256539,-108,13.83,4.96270742065875
49.1764411,16.5256539,-117,12.37,2.12918590141448
49.1739083,16.5280419,-105,14.09,1.99282137051619
49.1739083,16.5280419,-120,12.85,4.6437908283571
49.1739083,16.5280419,-104,13.07,1.99282137051619
49.1739083,16.5280419,-117,11.5,4.6437908283571
49.1739083,16.5280419,-139,7.54,26.2519171083381
49.1734772,16.5315436,-111,14.44,1.75578688302095
49.1734772,16.5315436,-121,12.04,4.5347615289346
49.1734772,16.5315436,-112,11.77,1.75578688302095
49.1734772,16.5315436,-123,10.14,4.5347615289346
49.1742325,16.5361347,-95,13.62,1.41165628481529
49.1742325,16.5361347,-115,13.19,4.55603574046252
49.1742325,16.5361347,-119,12.53,4.55603574046252
49.1742325,16.5361347,-94,12.15,1.41165628481529
49.1742325,16.5361347,-139,9.41,7.85985626662661
49.1742325,16.5361347,-137,7.99,25.9559024086353
49.1732483,16.5487061,-101,12.63,4.40454747809128
49.1732483,16.5487061,-104,12.56,0.65287016027068
49.1732483,16.5487061,-132,12.21,21.0086011271792
49.1732483,16.5487061,-129,10.24,8.77769810142941
49.1732483,16.5487061,-100,13.67,4.40454747809128
49.1732483,16.5487061,-124,13.35,25.3751587293244
49.1732483,16.5487061,-128,13.27,8.77769810142941
49.1732483,16.5487061,-135,11.48,21.0086011271792
49.1708144,16.5544375,-106,14.06,4.18010089329528
49.1708144,16.5544375,-136,12.38,4.96126178953217
49.1708144,16.5544375,-101,11.99,0.74416572774331
49.1708144,16.5544375,-136,11.23,9.23988480724926
49.1708144,16.5544375,-101,12.78,0.74416572774331
49.1659889,16.5585861,-101,14.13,3.71812945189934
49.1659889,16.5585861,-111,13.46,1.30772826936362
49.1659889,16.5585861,-136,11.12,9.51698758502627
49.1659889,16.5585861,-133,9.22,4.11937427944535
49.1659889,16.5585861,-108,13.92,1.30772826936362
49.1659889,16.5585861,-103,11.53,3.71812945189934
49.1659889,16.5585861,-144,7.44,4.71878121359444
49.1647414,16.5615672,-117,13.81,3.64879681335322
49.1647414,16.5615672,-111,13.4,1.49920912409323
49.1647414,16.5615672,-114,13.84,3.64879681335322
49.1647414,16.5615672,-110,12.12,1.49920912409323
49.1647414,16.5615672,-141,6.7,24.0820823156403
49.1643294,16.5651531,-114,15.71,1.64328859785176
49.1643294,16.5651531,-124,12.01,3.69928993138182
49.1643294,16.5651531,-113,13.06,1.64328859785176
49.1643294,16.5651531,-120,12.71,3.69928993138182
49.1650694,16.5678386,-99,13.3,3.85411391736508
49.1650694,16.5678386,-122,12.09,26.4186990120811
49.1650694,16.5678386,-120,11.79,1.67192006611754
49.1650694,16.5678386,-99,13.8,3.85411391736508
49.1650694,16.5678386,-116,13.64,1.67192006611754
49.1650694,16.5678386,-124,11.21,26.4186990120811
49.1650694,16.5678386,-135,10.12,7.7875874258099
49.1670761,16.5677281,-125,12.95,7.67147688384799
49.1670761,16.5677281,-108,12.03,1.48767542573894
49.1670761,16.5677281,-115,11.94,4.05391625023333
49.1670761,16.5677281,-127,10.64,24.0817102905827
49.1670761,16.5677281,-106,13.83,1.48767542573894
49.1670761,16.5677281,-114,12.54,4.05391625023333
49.1670761,16.5677281,-125,10.35,7.67147688384799
49.1670761,16.5677281,-129,8.36,24.0817102905827
49.1686364,16.5662861,-113,12.83,24.2843430366702
49.1686364,16.5662861,-101,12.41,1.28706078566256
49.1686364,16.5662861,-123,11.3,3.720733549685
49.1686364,16.5662861,-116,10.44,4.17383572938329
49.1686364,16.5662861,-110,13.78,24.2843430366702
49.1686364,16.5662861,-100,13.64,1.28706078566256
49.1686364,16.5662861,-115,13.28,4.17383572938329
49.1686364,16.5662861,-127,11.52,7.66869427274899
49.1723803,16.5696481,-102,14.18,3.28093115722306
49.1723803,16.5696481,-94,13.65,1.21386974691875
49.1723803,16.5696481,-109,13.23,4.65130506157341
49.1723803,16.5696481,-110,12.93,24.5296507077884
49.1706467,16.5853119,-112,14.17,23.8334346726061
49.1706467,16.5853119,-125,14.14,2.72339110313997
49.1706467,16.5853119,-117,14.12,7.12678879866517
49.1706467,16.5853119,-116,13.49,6.39100284322271
49.1706467,16.5853119,-114,13.77,23.8334346726061
49.1706467,16.5853119,-122,12.76,2.33845314139737
49.1706467,16.5853119,-117,12.54,6.39100284322271
49.1706467,16.5853119,-117,12.37,7.12678879866517
49.1723367,16.5832881,-119,13.4,2.85882060021354
49.1723367,16.5832881,-127,12.18,24.06718886651
49.1723367,16.5832881,-123,12.04,25.3694295435317
49.1723367,16.5832881,-118,11.72,7.02830363765145
49.1723367,16.5832881,-122,12.76,2.85882060021354
49.1723367,16.5832881,-129,9.59,24.06718886651
49.1723367,16.5832881,-125,9.04,2.14202188661169
49.1723367,16.5832881,-138,7.24,9.75934426102527
49.1750297,16.5823517,-101,14.28,2.01433614001651
49.1750297,16.5823517,-117,13.49,3.05171478179876
49.1750297,16.5823517,-121,12.81,2.93455491235337
49.1750297,16.5823517,-130,12.69,24.3656888121139
49.1750297,16.5823517,-115,14.33,5.3273545078243
49.1750297,16.5823517,-122,13.28,6.3014113838884
49.1750297,16.5823517,-114,12.63,3.05171478179876
49.1750297,16.5823517,-122,11.63,2.93455491235337
49.1776008,16.5738619,-108,14.48,6.89661228125586
49.1776008,16.5738619,-116,14.28,3.35053602130834
49.1776008,16.5738619,-105,14.25,1.37838858171106
49.1776008,16.5738619,-100,14.24,2.69140158695594
49.1776008,16.5738619,-121,14.42,6.70562618831947
49.1776008,16.5738619,-103,14.17,1.37838858171106
49.1776008,16.5738619,-110,13.61,6.89661228125586
49.1776008,16.5738619,-102,12.12,2.69140158695594
49.1778833,16.5684042,-114,14.11,3.6063371894999
49.1778833,16.5684042,-117,14,5.19232641093368
49.1778833,16.5684042,-117,13.83,7.05027145905838
49.1778833,16.5684042,-103,13.8,2.68122460653306
49.1778833,16.5684042,-93,14.43,0.982544127174826
49.1778833,16.5684042,-121,12.44,25.1112540017087
49.1778833,16.5684042,-106,12.2,2.68122460653306
49.1778833,16.5684042,-127,11.96,3.97691195096647
49.1757089,16.5674933,-102,13.62,0.936840600471632
49.1757089,16.5674933,-107,13.35,2.92967507241004
49.1757089,16.5674933,-134,12.6,10.9273756377105
